開始日,終了日,回答の進行状況,終了状況,回答時間（秒単位）,記録日,ID生成,匿名,母国語,同意するか,年齢,性別,最終学歴,個人収入,世帯収入,BADE練習ヒント1解釈1,BADE練習ヒント1解釈2,BADE練習ヒント1解釈3,BADE練習ヒント1解釈4,BADE練習ヒント2解釈1,BADE練習ヒント2解釈2,BADE練習ヒント2解釈3,BADE練習ヒント2解釈4,BADE練習ヒント3解釈1,BADE練習ヒント3解釈2,BADE練習ヒント3解釈3,BADE練習ヒント3解釈4,BADE1ヒント1解釈1,BADE1ヒント1解釈2,BADE1ヒント1解釈3,BADE1ヒント1解釈4,BADE1ヒント2解釈1,BADE1ヒント2解釈2,BADE1ヒント2解釈3,BADE1ヒント2解釈4,BADE1ヒント3解釈1,BADE1ヒント3解釈2,BADE1ヒント3解釈3,BADE1ヒント3解釈4,BADE2ヒント1解釈1,BADE2ヒント1解釈2,BADE2ヒント1解釈3,BADE2ヒント1解釈4,BADE2ヒント2解釈1,BADE2ヒント2解釈2,BADE2ヒント2解釈3,BADE2ヒント2解釈4,BADE2ヒント3解釈1,BADE2ヒント3解釈2,BADE2ヒント3解釈3,BADE2ヒント3解釈4,BADE3ヒント1解釈1,BADE3ヒント1解釈2,BADE3ヒント1解釈3,BADE3ヒント1解釈4,BADE3ヒント2解釈1,BADE3ヒント2解釈2,BADE3ヒント2解釈3,BADE3ヒント2解釈4,BADE3ヒント3解釈1,BADE3ヒント3解釈2,BADE3ヒント3解釈3,BADE3ヒント3解釈4,BADE4ヒント1解釈1,BADE4ヒント1解釈2,BADE4ヒント1解釈3,BADE4ヒント1解釈4,BADE4ヒント2解釈1,BADE4ヒント2解釈2,BADE4ヒント2解釈3,BADE4ヒント2解釈4,BADE4ヒント3解釈1,BADE4ヒント3解釈2,BADE4ヒント3解釈3,BADE4ヒント3解釈4,BADE5ヒント1解釈1,BADE5ヒント1解釈2,BADE5ヒント1解釈3,BADE5ヒント1解釈4,BADE5ヒント2解釈1,BADE5ヒント2解釈2,BADE5ヒント2解釈3,BADE5ヒント2解釈4,BADE5ヒント3解釈1,BADE5ヒント3解釈2,BADE5ヒント3解釈3,BADE5ヒント3解釈4,BADE6ヒント1解釈1,BADE6ヒント1解釈2,BADE6ヒント1解釈3,BADE6ヒント1解釈4,BADE6ヒント2解釈1,BADE6ヒント2解釈2,BADE6ヒント2解釈3,BADE6ヒント2解釈4,BADE6ヒント3解釈1,BADE6ヒント3解釈2,BADE6ヒント3解釈3,BADE6ヒント3解釈4,BADE7ヒント1解釈1,BADE7ヒント1解釈2,BADE7ヒント1解釈3,BADE7ヒント1解釈4,BADE7ヒント2解釈1,BADE7ヒント2解釈2,BADE7ヒント2解釈3,BADE7ヒント2解釈4,BADE7ヒント3解釈1,BADE7ヒント3解釈2,BADE7ヒント3解釈3,BADE7ヒント3解釈4,BADE8ヒント1解釈1,BADE8ヒント1解釈2,BADE8ヒント1解釈3,BADE8ヒント1解釈4,BADE8ヒント2解釈1,BADE8ヒント2解釈2,BADE8ヒント2解釈3,BADE8ヒント2解釈4,BADE8ヒント3解釈1,BADE8ヒント3解釈2,BADE8ヒント3解釈3,BADE8ヒント3解釈4,BADE9ヒント1解釈1,BADE9ヒント1解釈2,BADE9ヒント1解釈3,BADE9ヒント1解釈4,BADE9ヒント2解釈1,BADE9ヒント2解釈2,BADE9ヒント2解釈3,BADE9ヒント2解釈4,BADE9ヒント3解釈1,BADE9ヒント3解釈2,BADE9ヒント3解釈3,BADE9ヒント3解釈4,BADE10ヒント1解釈1,BADE10ヒント1解釈2,BADE10ヒント1解釈3,BADE10ヒント1解釈4,BADE10ヒント2解釈1,BADE10ヒント2解釈2,BADE10ヒント2解釈3,BADE10ヒント2解釈4,BADE10ヒント3解釈1,BADE10ヒント3解釈2,BADE10ヒント3解釈3,BADE10ヒント3解釈4,BADE11ヒント1解釈1,BADE11ヒント1解釈2,BADE11ヒント1解釈3,BADE11ヒント1解釈4,BADE11ヒント2解釈1,BADE11ヒント2解釈2,BADE11ヒント2解釈3,BADE11ヒント2解釈4,BADE11ヒント3解釈1,BADE11ヒント3解釈2,BADE11ヒント3解釈3,BADE11ヒント3解釈4,BADE12ヒント1解釈1,BADE12ヒント1解釈2,BADE12ヒント1解釈3,BADE12ヒント1解釈4,BADE12ヒント2解釈1,BADE12ヒント2解釈2,BADE12ヒント2解釈3,BADE12ヒント2解釈4,BADE12ヒント3解釈1,BADE12ヒント3解釈2,BADE12ヒント3解釈3,BADE12ヒント3解釈4,疑似科学信奉尺度1,疑似科学信奉尺度2,疑似科学信奉尺度3,疑似科学信奉尺度4,疑似科学信奉尺度5,疑似科学信奉尺度6,疑似科学信奉尺度7,疑似科学信奉尺度8,疑似科学信奉尺度9,疑似科学信奉尺度10,疑似科学信奉尺度11,疑似科学信奉尺度12,疑似科学信奉尺度13,疑似科学信奉尺度14,疑似科学信奉尺度15,疑似科学信奉尺度16,疑似科学信奉尺度17,疑似科学信奉尺度18,疑似科学信奉尺度19,CMQ-J1,CMQ-J2,CMQ-J3,CMQ-J4,CMQ-J5,科学的推論能力1,科学的推論能力2,科学的推論能力3,科学的推論能力4,科学的推論能力5,科学的推論能力6,科学的推論能力7,科学的推論能力8,科学的推論能力9,科学的推論能力10,科学的推論能力11,科学的推論能力12,被害妄想1,被害妄想2,被害妄想3,被害妄想4,被害妄想5,被害妄想6,被害妄想7,被害妄想8,被害妄想9,被害妄想10,被害妄想11,被害妄想12,被害妄想13,被害妄想14,被害妄想15,被害妄想16,被害妄想17,被害妄想18,CRT1,CRT2,CRT3,IMC,IMC,IMC,IMC,IMC,IMC,IMC,IMC,IMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/6/26 2:58,2024/6/26 3:34,0,100,2165,2024/6/26 3:34,R_42MiGRoW8FALcDz,anonymous,JA,1,35,1,4,250,300,7,6,2.5,4,4,6.5,2.5,6,1,2.5,4,7,7,1,2.5,6,8,1,2.5,7.5,4,1,2,10,6,6,5,6,4,7.5,3,4,4,4,3,4,6.5,1,3,3,7,1,2,2,2,0,0,8,6.5,6.5,4,6.5,6.5,6.5,4,6.5,4,4,0,10,6,6,5,3,2,2,5,7,0,0,2,10,5.5,2,2,2,5.5,2,2,2,3,0,1,7,6.5,6.5,2,5,7,7,0.5,6,2,2,0,8.5,6.5,5.5,5,6.5,7,4,5,8,4,0,4,10,6.5,6.5,5,5.5,5.5,4,5,6,0,0,1,9,5.5,5.5,2,5.5,6.5,3,1,6.5,3,0,0,7.5,6.5,1,5.5,5.5,6.5,1,5.5,5.5,1,0,0,7.5,6.5,6.5,5.5,6.5,6.5,6.5,5.5,6.5,3,3,3,8,3,3,3,3,3,1,4,1,1,3,1,4,2,3,3,3,1,3,3,7,9,7,7,8,2,1,1,2,1,1,2,2,1,2,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,50,5,47,,繧ｵ繝き繝ｼ,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,
2024/6/26 2:16,2024/6/26 3:35,0,100,4714,2024/6/26 3:35,R_4JPdAqZjQEXrizW,anonymous,JA,1,49,2,3,200,200,6.5,1.5,2,4,2.5,3,4,7,1.5,2,5.5,6.5,8.5,4,0.5,7.5,6.5,3,2.5,9,3.5,2,1.5,9.5,6.5,5.5,6,7.5,3,7.5,4,2,4,2.5,1.5,6,8,4,2.5,7,6,4,2,8,0.5,1,1.5,9,8.5,6,2,7,7,6.5,1,7.5,6,2.5,1,8.5,8,6.5,4,6,2.5,1.5,4,8,0.5,1,3,10,4,3,2,6.5,7,1.5,3,6,7,0.5,2,9,7.5,6,1,5.5,4,6,1,8,3,2.5,1,9.5,7.5,5.5,3,6.5,5.5,3,3.5,8,4.5,3.5,2.5,9.5,7.5,8,3.5,6.5,4,6.5,2.5,7,1,1.5,0.5,9,6.5,3.5,5.5,4.5,7,4,2,6,2,0.5,1,8.5,7.5,2,5.5,6,6,2,4.5,7,0.5,1.5,4.5,8,6.5,8,2.5,5.5,7.5,6.5,1.5,5.5,3,2,1,8,4,4,4,4,4,2,2,4,2,1,2,5,2,2,5,4,5,1,1,9,8,5,9,9,2,1,1,2,2,2,1,2,1,2,1,2,3,4,4,5,4,4,4,4,4,5,4,5,4,5,3,5,5,5,50,5,47,,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,
2024/6/26 3:03,2024/6/26 3:35,0,100,1910,2024/6/26 3:35,R_4jUtq22bnNsfjmz,anonymous,JA,1,29,2,1,0,500,5,5,5,4.5,5.5,7.5,9,8,6,8.5,8,9.5,10,5.5,0,0,3,5.5,0,5,0,4.5,0,10,5,6,5,9,1.5,9,0,9,1,0,0,5,7,0,4.5,5,8,1,5,8,0,0,0,10,5,5,1,5,4,4.5,0,6.5,0,0,0,10,8,8,0,6,1,0,0,8,0,0,0,10,0,4,0,5,5,1,0,5,0,0,0,10,5,4,0,3,0,0,0,7,0,0,0,9.5,5,5,3,4.5,10,5,5,10,10,0,5,10,8,5,2,5,7,5.5,1.5,7,0,1,0,10,7.5,0.5,1,5,8,0,1,4,9,0,0,5,6.5,0.5,5,5.5,1,0,5,5.5,0,0,5,10,6,7,1,5,5.5,6,1,6,2,0,0,10,2,1,1,2,3,1,5,3,1,3,2,3,3,3,3,3,2,5,4,11,11,6,6,7,1,2,2,2,2,2,1,1,2,2,1,2,3,3,3,5,5,4,4,3,3,3,3,5,4,5,3,5,5,4,50,5,47,,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,
2024/6/26 3:23,2024/6/26 3:36,0,100,748,2024/6/26 3:36,R_4uO293vwOAyzYkW,anonymous,JA,1,26,2,2,260,700,7,6,5.5,5.5,7.5,7.5,5.5,7,1.5,1.5,5.5,6.5,6,6,1,6,7,6,0.5,7,3.5,3,0.5,10,6,6,6,6,5,6.5,3,6.5,4,7.5,2.5,7.5,6,5,4.5,5.5,7,3.5,3.5,7,0.5,0,0,10,6,5.5,4.5,6,6,5.5,4,7,6,5.5,3,10,7,7,3,7,1.5,1.5,2.5,9,0.5,0,2.5,10,5.5,5,2,5.5,4.5,5,1.5,6.5,1,1,0.5,9.5,6,6,2.5,6,6,6,1.5,6.5,4,4,1.5,9.5,6,6,3,6,5,2.5,3,9.5,5,1.5,1.5,10,6,6,5,6,4,4,5,6.5,0,0,0,10,6,5.5,5.5,6,6.5,5.5,5.5,6.5,3,4.5,2.5,8,5.5,5,5.5,6,5.5,5,5.5,6,5.5,2,4,9.5,6,6,5,5.5,6.5,6,5,6,0.5,0.5,0.5,9.5,5,4,4,3,4,4,2,4,1,3,2,2,3,4,1,3,3,2,2,6,7,4,5,6,2,2,1,2,2,2,1,2,1,2,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,50,5,47,,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,
2024/6/26 2:59,2024/6/26 3:36,0,100,2228,2024/6/26 3:36,R_4rNIjMbz77w98oz,anonymous,JA,1,37,1,2,96,96,6,2,3,2,5.5,2,4,6,2,1,5,7,6,3,2.5,9,5,2,2.5,9.5,3.5,1.5,2,10,5.5,5.5,5,7.5,2,7,5,8,6,2.5,6,9,6,2,2.5,4,7,2,2.5,5,3,0,3,9,7,1,4,6,6,1,3,7,1,0,0,10,7,6,5,3,1,1,5,9,0,0,5,10,3,4,1,7,4,1,2,8,5,1,1,10,7.5,5,2.5,4,2,5,2.5,8,0,2,3,10,4,2,4,6,5,3,2,9,3,3,2,10,5,5,1,5,4,3,1,7.5,1,0.5,0.5,10,6,2,7,2,6,2,5,7,4,1,6,9,7.5,2,7,6,6.5,2,7,5,0,2,6,10,6,7.5,1,5,7,6.5,1,6,7.5,5.5,0.5,8,4,3,3,4,4,3,2,3,1,4,1,4,3,2,3,5,4,2,2,8,10,4,8,5,2,2,1,2,2,2,1,2,1,2,1,2,4,3,2,5,5,2,4,5,3,5,5,5,3,5,3,5,5,2,50,5,47,,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,
2024/6/26 2:43,2024/6/26 3:38,0,100,3294,2024/6/26 3:38,R_4eJKtsNT85iCNXs,anonymous,JA,1,42,1,4,300,600,7,3.5,6.5,2.5,3.5,8,6.5,7.5,2.5,6,5.5,8.5,8.5,6.5,2.5,8,8,5.5,2,9,6,5,2,9.5,6.5,2,3,7,2.5,7,2,6,2.5,4.5,1.5,8,8.5,2.5,1.5,7,6.5,3,1.5,8,2.5,2.5,4,9,8.5,3.5,2.5,7.5,6.5,2.5,3,9,5,1.5,2.5,9.5,5.5,8,2,7.5,1.5,2,3.5,9,0.5,1.5,4,9.5,5,3.5,3,7.5,5.5,2.5,3,8,5,1.5,2,8.5,7,5.5,1.5,4.5,5.5,4.5,2,7,3.5,5,2.5,8.5,7.5,3.5,2.5,5.5,6.5,2.5,3,7,5.5,2,4,8,8.5,4.5,2.5,7,7,4.5,2,7.5,3.5,3,1.5,8,3.5,8,6,3,2.5,5,7,4,1.5,6,4,5,6,4,5.5,7.5,3.5,5,6.5,8,2.5,4,6,8.5,7,6.5,3,6,7.5,5.5,5,6.5,7.5,2.5,4,8,5,5,3,4,4,1,2,4,2,2,4,4,2,5,3,3,4,2,3,7,9,4,3,2,2,2,1,2,2,1,1,2,1,1,1,1,3,5,4,5,5,5,4,5,4,5,5,5,5,5,4,5,5,5,50,5,47,,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,
2024/6/26 3:11,2024/6/26 3:38,0,100,1645,2024/6/26 3:38,R_4DXbnY1eqxdTq6Z,anonymous,JA,1,49,1,2,400,400,6,3,1.5,3,5,6,1.5,6,4,4,6,7,6,2,1,6,6,1.5,1,8,3,1.5,1,8.5,6,6,6,6,3,7,3,7,5,5,3,7.5,6,5,5,6,5,5,5,6,0.5,0.5,0.5,9,6,6,4,5,6,6,4,5,6,4,4,7,6,6,5,6,2,1,5,7.5,0.5,0.5,5,9.5,6,5,5,6,3,5,5,6,3,1,1,8,6,5,2,6,6,5,2,8,1,1,2,8,5,6,5,6,6,5,5,7.5,6,1,5,8.5,6,6,5,6,4,4,4,6,1,1,1,9,5,5,5,6,5,5,5,7.5,5,1,5,8.5,6,5,5,6,6,5,5,6,6,5,5,9,6,6,5,5,6,6,5,5,6,1,1,9,3,3,2,2,3,1,4,1,1,3,1,1,2,2,1,2,1,1,1,6,8,4,4,6,2,2,1,2,2,2,1,2,2,2,2,2,4,4,5,5,4,5,4,4,5,5,5,4,5,5,4,5,5,5,50,5,47,,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,
2024/6/26 2:58,2024/6/26 3:38,0,100,2442,2024/6/26 3:38,R_47SfkNS9HCXUgAF,anonymous,JA,1,25,1,2,80,80,8,0.5,3.5,0,8,5.5,3.5,6,3,5.5,3.5,6.5,8.5,2.5,0.5,8.5,8.5,3,0.5,10,2,3.5,0.5,10,7.5,6.5,6,10,1,7.5,0,10,1.5,0.5,2,10,7.5,5.5,5,6,8.5,6.5,5.5,6.5,0,0,5.5,10,8,6,0,6,8,3,0,7.5,1.5,0,0,10,8,6.5,5.5,6.5,5,0,6,10,0,0,6,10,6,5,4.5,7,0,4.5,4,8,0,4.5,3,10,5,5,0,6,5,5,0,7.5,5,5,0,10,6,6,4,6,7,5.5,4,6.5,7,5.5,4,7.5,6,7,6.5,6.5,6,7,6.5,7.5,6,7,6.5,10,6,8.5,5,6.5,6,0,6,8,6,0,1,9,8.5,5,5,5,8.5,5,5,5,8.5,5,5,8,6.5,7,5,5,6.5,7,5,5,6.5,7,5,7.5,3,3,3,3,3,2,4,2,2,1,3,5,2,3,3,3,2,2,3,10,11,8,8,10,1,1,2,2,2,2,1,2,2,1,1,1,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,4,4,50,5,47,,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,
2024/6/26 3:02,2024/6/26 3:39,0,100,2185,2024/6/26 3:39,R_4mJfoY848XycR9L,anonymous,JA,1,39,2,2,204,204,3,1.5,5,3.5,1,5,6,8,1,5,3.5,9.5,7,8,2,9,6.5,3,1.5,9,3.5,3,1.5,9.5,6,8,7,8.5,3.5,9,2,4,4,6,2,5,8.5,5,4,7,8.5,5,2.5,9,2,5,1.5,9.5,8.5,7,7.5,5.5,8.5,7,7.5,6,5,5,5,7.5,8,6,3,8,8,5,1,9.5,1,1,1,10,7,4,5,5,5.5,4,5,6,3.5,3.5,2.5,7,7,5,5,6,7.5,5,5,7.5,5.5,5,5,9,8,6,3,8,8,6,2,9,8.5,5,1,9.5,7.5,7.5,5.5,6,7.5,7.5,5.5,6,1,5,1,9,7,7,6.5,7.5,7,7.5,7.5,8.5,5,7.5,5,8.5,7,5,6,7,7,5,6,8,7,2,2,9.5,6.5,6.5,4,5,6.5,6.5,4,5,7,6.5,4,8.5,4,3,2,3,4,3,3,4,2,2,3,4,4,3,2,3,3,4,4,8,9,6,7,6,1,2,1,2,2,2,1,2,1,2,1,2,2,4,5,5,4,5,4,4,3,4,4,4,5,4,3,4,5,4,50,5,47,,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,
2024/6/26 3:23,2024/6/26 3:39,0,100,991,2024/6/26 3:39,R_8jrgrjvjdafOuwj,anonymous,JA,1,32,2,4,600,1500,6.5,4,6.5,4,6.5,6.5,4.5,5,4,4.5,8,8,5,7,3.5,7,7,7,0,9,0,1.5,0,10,5,5,5,5,1,8,1,3,1,8,1,0.5,5,5,5,5,6.5,6.5,2,6.5,0,0,8.5,9,7.5,7.5,5,7.5,7.5,7.5,5,7.5,8,5,0,9.5,5,5,5,5,7,7.5,2.5,6.5,0,0,0,10,5,5,5,5,2.5,5.5,5.5,5.5,0,0,6.5,10,5,5,5,5,6.5,6.5,3,6.5,6.5,7.5,0.5,9,5,5,2,5,7.5,4,2,7.5,9.5,4,2,9.5,5,5,5,5,2.5,2.5,7,8,0,0,0,10,5,5,5,5,7.5,3,3,7.5,9,0,0,9,5,5,5,5,5,0,5,5,0,0,0,10,5,5,5,5,5,5,5,5,8.5,0,0,10,3,3,3,3,4,4,3,4,3,4,3,4,3,4,5,3,3,4,4,8,7,7,7,7,1,2,1,2,1,2,1,1,2,2,1,2,2,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,100,1,24,,,,繝ｩ繝ｳ繝九Φ繧ｰ,,,,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,
2024/6/26 3:07,2024/6/26 3:41,0,100,2015,2024/6/26 3:41,R_41g8gFIOS1xk2H2,anonymous,JA,1,42,1,4,500,500,6,5.5,5,5,7,8,7,8,7.5,8.5,7.5,8.5,5,5,3,8,5,5,3,8.5,5,5,3,9.5,6.5,7,5,7,4,7.5,5,7,4,7,5,7,8,6,5,7,8.5,6.5,5.5,7.5,7,5.5,5,9,8.5,8.5,7,7,8.5,8.5,7,7,8,5,7,9.5,7,7,3.5,7,6.5,6,3.5,8.5,3.5,3.5,3.5,9.5,6,4,4,7,5.5,5.5,4,7.5,3,3,3,9.5,6,5,4,7,6,5,4,7.5,6,5,4,8,7.5,6.5,5,6.5,8,6.5,5,8.5,8.5,6.5,5,9,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,6.5,6.5,5.5,8.5,6,5,5,7,6,5,5,7,5,3.5,5,7.5,7,5,5,5.5,7,5,5,5.5,7,5,5,6.5,7.5,7.5,6.5,6.5,7.5,7.5,6.5,6.5,7.5,7.5,6.5,8.5,4,4,2,4,4,3,2,4,1,2,2,4,3,4,4,3,3,2,1,7,8,5,5,4,2,2,2,2,2,2,1,2,1,1,1,2,1,3,3,5,3,3,3,3,3,4,3,4,3,5,3,5,5,5,100,5,47,,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,
2024/6/26 3:13,2024/6/26 3:41,0,100,1675,2024/6/26 3:41,R_4Pn9a9g2nQ4Wgvv,anonymous,JA,1,32,2,3,192,192,6.5,6.5,5,6,5,6.5,7.5,8,2.5,4.5,7.5,8.5,7,7.5,5,7,7,7,5,9,7,7,5,10,7,7,7,7,4,8,4,7,4,2.5,4,8.5,7,5,5,7,8,5,5,8,2,2,2,10,8,7,6.5,7,8,7,6.5,7,5.5,2,0,10,7,7,7,7,7,2,2.5,8,0,0,2.5,9.5,6.5,3.5,3.5,6.5,6.5,3.5,3.5,7,5,0,0.5,10,7,7,1,7,7,7,1,7,7,7,1,8,5,6,3,6,6.5,5,3,7.5,7.5,5,3,9,7,7,5.5,7,6.5,6.5,3.5,7,1,6.5,1,9.5,3.5,6,6,6,3.5,6,3.5,7,1,0,0,8.5,7,5,5,7,7,5,5,7,3,1,3,9,7,7,6.5,5.5,6.5,6.5,7.5,5.5,7.5,5,5,8.5,4,4,2,3,4,4,4,3,1,3,1,1,2,4,3,3,2,1,2,9,9,5,6,8,1,2,1,2,2,1,1,2,1,1,1,1,2,2,3,5,5,2,3,3,2,2,1,5,4,5,3,5,5,5,100,5,24,,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,
2024/6/26 3:12,2024/6/26 3:41,0,100,1711,2024/6/26 3:41,R_4KNhgEJMfs0S0Yb,anonymous,JA,1,30,1,2,230,620,2,3,3,5,2.5,5,1.5,6.5,1,2,0.5,9,5.5,0.5,1,5.5,3.5,0.5,1,8.5,0,1.5,0.5,10,5.5,4,1.5,4.5,0,8.5,0,6,9,4,0,8.5,7.5,1.5,2,5,9,0.5,1,6,0,0,0,10,8.5,1,1,6,6.5,0.5,0.5,9,1.5,0,0,10,6,6,6,4.5,5,0,2,8,0,0,0,10,4.5,2,2,7.5,7,0.5,2,9,8,0,0,10,5.5,9,0.5,1.5,4.5,9.5,0,5,1.5,3,0,9.5,8,4.5,1.5,3.5,6.5,1,0,8.5,7.5,0,0,10,7,7,2,7,6.5,8,2,8.5,3,7,0,10,6.5,1,9,5.5,9,3,9.5,8,5.5,0,3.5,10,8.5,3,8.5,8,7,3,9.5,8.5,7,3,8.5,10,5.5,7.5,1.5,3,5,9.5,2,2,5,7,1.5,9.5,4,3,2,1,4,3,4,5,1,2,3,1,3,4,1,2,3,2,1,9,9,4,7,8,2,2,1,2,2,2,1,2,1,1,1,2,2,2,3,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,50,5,47,,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,
2024/6/26 3:01,2024/6/26 3:41,0,100,2422,2024/6/26 3:41,R_4e2aDujbm58KkOC,anonymous,JA,1,38,2,3,20,650,8,5.5,5.5,5.5,8.5,6,5.5,6,8.5,6,5.5,7,7,4,4,6,7,4,4,8,4.5,4,4,9.5,7,5.5,7,7,0.5,8.5,1,5.5,5.5,0.5,5,9.5,5.5,5,4.5,5.5,7,4,2,6,3,4,1,10,7.5,6.5,7.5,7.5,7,7.5,7.5,7.5,4,0,3,9,7,7,5,7,5.5,0.5,5,8,0,0,5,10,6.5,5.5,4,5.5,7,5.5,4,5.5,7,0.5,0.5,8,5.5,5,3,5.5,5.5,5,2,7,1,5,2,9.5,8,6,5,6.5,8,4,5,8.5,6,2,5,9.5,9,8,1,6.5,7.5,7.5,1,7,4,4,1,9.5,6,5.5,5,6,7.5,4,5,7.5,6.5,0,5,9,8.5,5,6,6.5,8,5,6,6.5,8,5,5,9.5,6.5,7.5,4,5.5,8,7,4,6,7,4,2,9,4,4,4,4,5,4,2,4,4,4,5,3,4,4,4,4,5,4,4,8,5,2,4,4,2,2,1,2,2,2,1,2,1,2,1,2,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,100,5,47,,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,
